Suit_1,Suit_2,Suit_3,Suit_4,Pr_suit_1,Pr_suit_2,Pr_suit_3,Pr_suit_4,Pr_10_1,Pr_10_2,Pr_10_3,Pr_10_4
11.0,7.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.893,0.0,0.0
11.0,7.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,7.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.842,0.0,0.0
11.0,7.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.833,0.0,0.0
11.0,7.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.833,0.0,0.0
11.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.948,0.0,0.0
11.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.939,0.0,0.0
11.0,7.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.927,0.0,0.0
11.0,7.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.912,0.0,0.0
11.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.893,0.0,0.0
11.0,7.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.87,0.0,0.0
11.0,7.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.842,0.0,0.0
11.0,7.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.0
11.0,7.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.786,0.0,0.0
11.0,7.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.769,0.0,0.0
11.0,7.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.769,0.0,0.0
11.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.944,0.0,0.0
11.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.933,0.0,0.0
11.0,7.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.919,0.0,0.0
11.0,7.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0
11.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.842,0.0,0.0
11.0,7.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0
11.0,7.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,7.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0
11.0,7.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,7.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.941,0.0,0.0
11.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.929,0.0,0.0
11.0,7.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.912,0.0,0.0
11.0,7.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.889,0.0,0.0
11.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,7.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.812,0.0,0.0
11.0,7.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,7.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.571,0.0,0.0
11.0,7.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,7.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.939,0.0,0.0
11.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.925,0.0,0.0
11.0,7.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.906,0.0,0.0
11.0,7.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.88,0.0,0.0
11.0,7.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.842,0.0,0.0
11.0,7.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.786,0.0,0.0
11.0,7.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0
11.0,7.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.571,0.0,0.0
11.0,7.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0
11.0,7.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
11.0,7.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
11.0,7.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.938,0.0,0.0
11.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.923,0.0,0.0
11.0,7.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.903,0.0,0.0
11.0,7.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,7.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.833,0.0,0.0
11.0,7.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.769,0.0,0.0
11.0,7.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,7.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,7.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
11.0,7.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.938,0.0,0.0
11.0,7.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.923,0.0,0.0
11.0,7.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.903,0.0,0.0
11.0,7.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,7.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.833,0.0,0.0
11.0,7.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.769,0.0,0.0
11.0,7.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,7.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,7.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
11.0,7.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
11.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.989,0.0,0.0
11.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.988,0.0,0.0
11.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.986,0.0,0.0
11.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.985,0.0,0.0
11.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.0
11.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.982,0.0,0.0
11.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.981,0.0,0.0
11.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0
11.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.979,0.0,0.0
11.0,8.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.978,0.0,0.0
11.0,8.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.978,0.0,0.0
11.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.988,0.0,0.0
11.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.986,0.0,0.0
11.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.985,0.0,0.0
11.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.983,0.0,0.0
11.0,8.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.981,0.0,0.0
11.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.979,0.0,0.0
11.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.977,0.0,0.0
11.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.975,0.0,0.0
11.0,8.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.974,0.0,0.0
11.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.986,0.0,0.0
11.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.985,0.0,0.0
11.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.982,0.0,0.0
11.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0
11.0,8.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.977,0.0,0.0
11.0,8.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.974,0.0,0.0
11.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.971,0.0,0.0
11.0,8.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.969,0.0,0.0
11.0,8.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.967,0.0,0.0
11.0,8.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.966,0.0,0.0
11.0,8.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.966,0.0,0.0
11.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.985,0.0,0.0
11.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.983,0.0,0.0
11.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0
11.0,8.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.977,0.0,0.0
11.0,8.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.969,0.0,0.0
11.0,8.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.964,0.0,0.0
11.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0
11.0,8.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.957,0.0,0.0
11.0,8.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.0
11.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.981,0.0,0.0
11.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.977,0.0,0.0
11.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.968,0.0,0.0
11.0,8.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.962,0.0,0.0
11.0,8.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.947,0.0,0.0
11.0,8.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.941,0.0,0.0
11.0,8.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.937,0.0,0.0
11.0,8.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.937,0.0,0.0
11.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.982,0.0,0.0
11.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.979,0.0,0.0
11.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.974,0.0,0.0
11.0,8.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.969,0.0,0.0
11.0,8.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.962,0.0,0.0
11.0,8.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.952,0.0,0.0
11.0,8.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.941,0.0,0.0
11.0,8.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.929,0.0,0.0
11.0,8.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.917,0.0,0.0
11.0,8.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.909,0.0,0.0
11.0,8.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.909,0.0,0.0
11.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.981,0.0,0.0
11.0,8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.977,0.0,0.0
11.0,8.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.971,0.0,0.0
11.0,8.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.964,0.0,0.0
11.0,8.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.941,0.0,0.0
11.0,8.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.923,0.0,0.0
11.0,8.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0
11.0,8.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,8.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,8.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0
11.0,8.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.975,0.0,0.0
11.0,8.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.969,0.0,0.0
11.0,8.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0
11.0,8.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.947,0.0,0.0
11.0,8.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.929,0.0,0.0
11.0,8.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0
11.0,8.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,8.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0
11.0,8.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,8.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.979,0.0,0.0
11.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.974,0.0,0.0
11.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.967,0.0,0.0
11.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.957,0.0,0.0
11.0,8.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.941,0.0,0.0
11.0,8.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.917,0.0,0.0
11.0,8.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0
11.0,8.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0
11.0,8.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.0
11.0,8.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,8.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.978,0.0,0.0
11.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.966,0.0,0.0
11.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.937,0.0,0.0
11.0,8.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.909,0.0,0.0
11.0,8.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,8.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,8.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,8.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.978,0.0,0.0
11.0,8.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.973,0.0,0.0
11.0,8.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.966,0.0,0.0
11.0,8.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.955,0.0,0.0
11.0,8.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.938,0.0,0.0
11.0,8.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.909,0.0,0.0
11.0,8.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.857,0.0,0.0
11.0,8.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
11.0,8.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
11.0,8.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,8.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,9.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
